"","PROBEID","SYMBOL","ENTREZID","GENENAME"
"2303","115361_at","GBP4","115361","guanylate binding protein 4"
"2304","115362_at","GBP5","115362","guanylate binding protein 5"
"2305","115399_at","LRRC56","115399","leucine rich repeat containing 56"
"2306","1153_at","CIRBP","1153","cold inducible RNA binding protein"
"2307","115416_at","MALSU1","115416","mitochondrial assembly of ribosomal large subunit 1"
"2308","115426_at","UHRF2","115426","ubiquitin like with PHD and ring finger domains 2"
"2309","1154_at","CISH","1154","cytokine inducible SH2 containing protein"
"2310","115509_at","ZNF689","115509","zinc finger protein 689"
"2311","115548_at","FCHO2","115548","FCH domain only 2"
"2312","115557_at","ARHGEF25","115557","Rho guanine nucleotide exchange factor 25"
"2313","115560_at","ZNF501","115560","zinc finger protein 501"
"2314","115572_at","FAM46B","115572","family with sequence similarity 46 member B"
"2315","115584_at","SLC5A11","115584","solute carrier family 5 member 11"
"2316","1155_at","TBCB","1155","tubulin folding cofactor B"
"2317","115650_at","TNFRSF13C","115650","TNF receptor superfamily member 13C"
"2318","115677_at","NOSTRIN","115677","nitric oxide synthase trafficking"
"2319","115701_at","ALPK2","115701","alpha kinase 2"
"2320","115703_at","ARHGAP33","115703","Rho GTPase activating protein 33"
"2321","115704_at","EVI5L","115704","ecotropic viral integration site 5 like"
"2322","115708_at","TRMT61A","115708","tRNA methyltransferase 61A"
"2323","115727_at","RASGRP4","115727","RAS guanyl releasing protein 4"
"2324","115749_at","C12orf56","115749","chromosome 12 open reading frame 56"
"2325","115752_at","DIS3L","115752","DIS3 like exosome 3'-5' exoribonuclease"
"2326","115761_at","ARL11","115761","ADP ribosylation factor like GTPase 11"
"2327","115795_at","FANCD2OS","115795","FANCD2 opposite strand"
"2328","115811_at","IQCD","115811","IQ motif containing D"
"2329","115817_at","DHRS1","115817","dehydrogenase/reductase 1"
"2330","115825_at","WDFY2","115825","WD repeat and FYVE domain containing 2"
"2331","115827_at","RAB3C","115827","RAB3C, member RAS oncogene family"
"2332","115861_at","NXNL1","115861","nucleoredoxin-like 1"
"2333","1158_at","CKM","1158","creatine kinase, M-type"
"2334","115908_at","CTHRC1","115908","collagen triple helix repeat containing 1"
"2335","115939_at","TSR3","115939","TSR3, acp transferase ribosome maturation factor"
"2336","115948_at","CCDC151","115948","coiled-coil domain containing 151"
"2337","115950_at","ZNF653","115950","zinc finger protein 653"
"2338","115992_at","RNF166","115992","ring finger protein 166"
"2339","115_at","ADCY9","115","adenylate cyclase 9"
"2340","116028_at","RMI2","116028","RecQ mediated genome instability 2"
"2341","116039_at","OSR2","116039","odd-skipped related transciption factor 2"
"2342","116064_at","LRRC58","116064","leucine rich repeat containing 58"
"2343","116068_at","LYSMD3","116068","LysM domain containing 3"
"2344","116071_at","BATF2","116071","basic leucine zipper ATF-like transcription factor 2"
"2345","116085_at","SLC22A12","116085","solute carrier family 22 member 12"
"2346","116092_at","DNTTIP1","116092","deoxynucleotidyltransferase terminal interacting protein 1"
"2347","116093_at","DIRC1","116093","disrupted in renal carcinoma 1"
"2348","1160_at","CKMT2","1160","creatine kinase, mitochondrial 2"
"2349","116113_at","FOXP4","116113","forkhead box P4"
"2350","116115_at","ZNF526","116115","zinc finger protein 526"
"2351","116123_at","FMO9P","116123","flavin containing monooxygenase 9 pseudogene"
"2352","116135_at","LRRC3B","116135","leucine rich repeat containing 3B"
"2353","116138_at","KLHDC3","116138","kelch domain containing 3"
"2354","116143_at","WDR92","116143","WD repeat domain 92"
"2355","116151_at","FAM210B","116151","family with sequence similarity 210 member B"
"2356","116154_at","PHACTR3","116154","phosphatase and actin regulator 3"
"2357","116159_at","CYYR1","116159","cysteine and tyrosine rich 1"
"2358","116173_at","CMTM5","116173","CKLF like MARVEL transmembrane domain containing 5"
"2359","116179_at","TGM7","116179","transglutaminase 7"
"2360","1161_at","ERCC8","1161","ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
"2361","116224_at","FAM122A","116224","family with sequence similarity 122A"
"2362","116225_at","ZMYND19","116225","zinc finger MYND-type containing 19"
"2363","116228_at","COX20","116228","COX20, cytochrome c oxidase assembly factor"
"2364","116236_at","ABHD15","116236","abhydrolase domain containing 15"
"2365","116238_at","TLCD1","116238","TLC domain containing 1"
"2366","116254_at","GINM1","116254","glycoprotein integral membrane 1"
"2367","116255_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1"
"2368","116285_at","ACSM1","116285","acyl-CoA synthetase medium-chain family member 1"
"2369","116328_at","C8orf34","116328","chromosome 8 open reading frame 34"
"2370","116337_at","PANX3","116337","pannexin 3"
"2371","116349_at","EXOC3-AS1","116349","EXOC3 antisense RNA 1"
"2372","116362_at","RBP7","116362","retinol binding protein 7"
"2373","116369_at","SLC26A8","116369","solute carrier family 26 member 8"
"2374","116372_at","LYPD1","116372","LY6/PLAUR domain containing 1"
"2375","116379_at","IL22RA2","116379","interleukin 22 receptor subunit alpha 2"
"2376","116412_at","ZNF837","116412","zinc finger protein 837"
"2377","116437_at","LINC01257","116437","long intergenic non-protein coding RNA 1257"
"2378","116441_at","TM4SF18","116441","transmembrane 4 L six family member 18"
"2379","116442_at","RAB39B","116442","RAB39B, member RAS oncogene family"
"2380","116443_at","GRIN3A","116443","glutamate ionotropic receptor NMDA type subunit 3A"
"2381","116444_at","GRIN3B","116444","glutamate ionotropic receptor NMDA type subunit 3B"
"2382","116447_at","TOP1MT","116447","topoisomerase (DNA) I, mitochondrial"
"2383","116448_at","OLIG1","116448","oligodendrocyte transcription factor 1"
"2384","116449_at","CLNK","116449","cytokine dependent hematopoietic cell linker"
"2385","116461_at","TSEN15","116461","tRNA splicing endonuclease subunit 15"
"2386","116496_at","FAM129A","116496","family with sequence similarity 129 member A"
"2387","1164_at","CKS2","1164","CDC28 protein kinase regulatory subunit 2"
"2388","116511_at","MAS1L","116511","MAS1 proto-oncogene like, G protein-coupled receptor"
"2389","116519_at","APOA5","116519","apolipoprotein A5"
"2390","116535_at","MRGPRF","116535","MAS related GPR family member F"
"2391","116540_at","MRPL53","116540","mitochondrial ribosomal protein L53"
"2392","116541_at","MRPL54","116541","mitochondrial ribosomal protein L54"
"2393","116729_at","PPP1R27","116729","protein phosphatase 1 regulatory subunit 27"
"2394","116828_at","N4BP2L2-IT2","116828","N4BPL2 intronic transcript 2"
"2395","116832_at","RPL39L","116832","ribosomal protein L39 like"
"2396","116835_at","HSPA12B","116835","heat shock protein family A (Hsp70) member 12B"
"2397","116840_at","CNTROB","116840","centrobin, centriole duplication and spindle assembly protein"
"2398","116841_at","SNAP47","116841","synaptosome associated protein 47"
"2399","116842_at","LEAP2","116842","liver enriched antimicrobial peptide 2"
"2400","116843_at","SLC18B1","116843","solute carrier family 18 member B1"
"2401","116844_at","LRG1","116844","leucine rich alpha-2-glycoprotein 1"
"2402","116931_at","MED12L","116931","mediator complex subunit 12 like"
"2403","116933_at","CLRN1-AS1","116933","CLRN1 antisense RNA 1"
"2404","116966_at","WDR17","116966","WD repeat domain 17"
"2405","116969_at","ART5","116969","ADP-ribosyltransferase 5"
"2406","116983_at","ACAP3","116983","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
"2407","116984_at","ARAP2","116984","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
"2408","116985_at","ARAP1","116985","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
"2409","116986_at","AGAP2","116986","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
"2410","116987_at","AGAP1","116987","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"2411","116988_at","AGAP3","116988","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
"2412","116_at","ADCYAP1","116","adenylate cyclase activating polypeptide 1"
"2413","117143_at","TADA1","117143","transcriptional adaptor 1"
"2414","117144_at","CATSPER1","117144","cation channel sperm associated 1"
"2415","117145_at","THEM4","117145","thioesterase superfamily member 4"
"2416","117153_at",NA,NA,NA
"2417","117154_at","DACH2","117154","dachshund family transcription factor 2"
"2418","117155_at","CATSPER2","117155","cation channel sperm associated 2"
"2419","117156_at","SCGB3A2","117156","secretoglobin family 3A member 2"
"2420","117157_at","SH2D1B","117157","SH2 domain containing 1B"
"2421","117159_at","DCD","117159","dermcidin"
"2422","117166_at","WFIKKN1","117166","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
"2423","117177_at","RAB3IP","117177","RAB3A interacting protein"
"2424","117178_at","SSX2IP","117178","SSX family member 2 interacting protein"
"2425","117194_at","MRGPRX2","117194","MAS related GPR family member X2"
"2426","117195_at","MRGPRX3","117195","MAS related GPR family member X3"
"2427","117196_at","MRGPRX4","117196","MAS related GPR family member X4"
"2428","117245_at","HRASLS5","117245","HRAS like suppressor family member 5"
"2429","117246_at","FTSJ3","117246","FtsJ homolog 3"
"2430","117247_at","SLC16A10","117247","solute carrier family 16 member 10"
"2431","117248_at","GALNT15","117248","polypeptide N-acetylgalactosaminyltransferase 15"
"2432","117283_at","IP6K3","117283","inositol hexakisphosphate kinase 3"
"2433","117285_at","DEFB118","117285","defensin beta 118"
"2434","117286_at","CIB3","117286","calcium and integrin binding family member 3"
"2435","117289_at","TAGAP","117289","T-cell activation RhoGTPase activating protein"
"2436","1173_at","AP2M1","1173","adaptor related protein complex 2 mu 1 subunit"
"2437","1174_at","AP1S1","1174","adaptor related protein complex 1 sigma 1 subunit"
"2438","117531_at","TMC1","117531","transmembrane channel like 1"
"2439","117532_at","TMC2","117532","transmembrane channel like 2"
"2440","117579_at","RLN3","117579","relaxin 3"
"2441","117581_at","TWIST2","117581","twist family bHLH transcription factor 2"
"2442","117583_at","PARD3B","117583","par-3 family cell polarity regulator beta"
"2443","1175_at","AP2S1","1175","adaptor related protein complex 2 sigma 1 subunit"
"2444","117852_at","TRIM78P","117852","tripartite motif containing 78, pseudogene"
"2445","117854_at","TRIM6","117854","tripartite motif containing 6"
"2446","1178_at","CLC","1178","Charcot-Leyden crystal galectin"
"2447","1179_at","CLCA1","1179","chloride channel accessory 1"
"2448","117_at","ADCYAP1R1","117","ADCYAP receptor type I"
"2449","1180_at","CLCN1","1180","chloride voltage-gated channel 1"
"2450","1181_at","CLCN2","1181","chloride voltage-gated channel 2"
"2451","1182_at","CLCN3","1182","chloride voltage-gated channel 3"
"2452","1183_at","CLCN4","1183","chloride voltage-gated channel 4"
"2453","118421_at","LINC00161","118421","long intergenic non-protein coding RNA 161"
"2454","118424_at","UBE2J2","118424","ubiquitin conjugating enzyme E2 J2"
"2455","118425_at","PCAT4","118425","prostate cancer associated transcript 4 (non-protein coding)"
"2456","118426_at","BORCS5","118426","BLOC-1 related complex subunit 5"
"2457","118427_at","OLFM3","118427","olfactomedin 3"
"2458","118429_at","ANTXR2","118429","anthrax toxin receptor 2"
"2459","118430_at","MUCL1","118430","mucin like 1"
"2460","118442_at","GPR62","118442","G protein-coupled receptor 62"
"2461","118460_at","EXOSC6","118460","exosome component 6"
"2462","118461_at","C10orf71","118461","chromosome 10 open reading frame 71"
"2463","118471_at","PRAP1","118471","proline rich acidic protein 1"
"2464","118472_at","ZNF511","118472","zinc finger protein 511"
"2465","118487_at","CHCHD1","118487","coiled-coil-helix-coiled-coil-helix domain containing 1"
"2466","118490_at","MSS51","118490","MSS51 mitochondrial translational activator"
"2467","118491_at","CFAP70","118491","cilia and flagella associated protein 70"
"2468","1184_at","CLCN5","1184","chloride voltage-gated channel 5"
"2469","1185_at","CLCN6","1185","chloride voltage-gated channel 6"
"2470","118611_at","C10orf90","118611","chromosome 10 open reading frame 90"
"2471","118663_at","BTBD16","118663","BTB domain containing 16"
"2472","118670_at","FAM24A","118670","family with sequence similarity 24 member A"
"2473","118672_at","PSTK","118672","phosphoseryl-tRNA kinase"
"2474","1186_at","CLCN7","1186","chloride voltage-gated channel 7"
"2475","118738_at","ZNF488","118738","zinc finger protein 488"
"2476","118788_at","PIK3AP1","118788","phosphoinositide-3-kinase adaptor protein 1"
"2477","118812_at","MORN4","118812","MORN repeat containing 4"
"2478","118813_at","ZFYVE27","118813","zinc finger FYVE-type containing 27"
"2479","118856_at","MMP21","118856","matrix metallopeptidase 21"
"2480","118881_at","COMTD1","118881","catechol-O-methyltransferase domain containing 1"
"2481","1188_at","CLCNKB","1188","chloride voltage-gated channel Kb"
"2482","118924_at","FRA10AC1","118924","FRA10A associated CGG repeat 1"
"2483","118932_at","ANKRD22","118932","ankyrin repeat domain 22"
"2484","118980_at","SFXN2","118980","sideroflexin 2"
"2485","118987_at","PDZD8","118987","PDZ domain containing 8"
"2486","118_at","ADD1","118","adducin 1"
"2487","119032_at","BORCS7","119032","BLOC-1 related complex subunit 7"
"2488","1191_at","CLU","1191","clusterin"
"2489","1192_at","CLIC1","1192","chloride intracellular channel 1"
"2490","119369_at","NUDT9P1","119369","nudix hydrolase 9 pseudogene 1"
"2491","119385_at","AGAP11","119385","ArfGAP with GTPase domain, ankyrin repeat and PH domain 11"
"2492","119391_at","GSTO2","119391","glutathione S-transferase omega 2"
"2493","119392_at","SFR1","119392","SWI5 dependent homologous recombination repair protein 1"
"2494","119395_at","CALHM3","119395","calcium homeostasis modulator 3"
"2495","1193_at","CLIC2","1193","chloride intracellular channel 2"
"2496","119467_at","CLRN3","119467","clarin 3"
"2497","119504_at","ANAPC16","119504","anaphase promoting complex subunit 16"
"2498","119548_at","PNLIPRP3","119548","pancreatic lipase related protein 3"
"2499","119559_at","SFXN4","119559","sideroflexin 4"
"2500","119587_at","CPXM2","119587","carboxypeptidase X, M14 family member 2"
"2501","1195_at","CLK1","1195","CDC like kinase 1"
"2502","1196_at","CLK2","1196","CDC like kinase 2"
"2503","119710_at","C11orf74","119710","chromosome 11 open reading frame 74"
"2504","1198_at","CLK3","1198","CDC like kinase 3"
"2505","119_at","ADD2","119","adducin 2"
"2506","120065_at","OR5P2","120065","olfactory receptor family 5 subfamily P member 2"
"2507","120066_at","OR5P3","120066","olfactory receptor family 5 subfamily P member 3"
"2508","120071_at","LARGE2","120071","LARGE xylosyl- and glucuronyltransferase 2"
"2509","1200_at","TPP1","1200","tripeptidyl peptidase 1"
"2510","120103_at","SLC36A4","120103","solute carrier family 36 member 4"
"2511","120114_at","FAT3","120114","FAT atypical cadherin 3"
"2512","1201_at","CLN3","1201","CLN3, battenin"
"2513","120224_at","TMEM45B","120224","transmembrane protein 45B"
"2514","120227_at","CYP2R1","120227","cytochrome P450 family 2 subfamily R member 1"
"2515","120376_at","COLCA2","120376","colorectal cancer associated 2"
"2516","120379_at","PIH1D2","120379","PIH1 domain containing 2"
"2517","1203_at","CLN5","1203","ceroid-lipofuscinosis, neuronal 5"
"2518","120400_at","NXPE1","120400","neurexophilin and PC-esterase domain family member 1"
"2519","120425_at","JAML","120425","junction adhesion molecule like"
"2520","120526_at","DNAJC24","120526","DnaJ heat shock protein family (Hsp40) member C24"
"2521","1207_at","CLNS1A","1207","chloride nucleotide-sensitive channel 1A"
"2522","120863_at","DEPDC4","120863","DEP domain containing 4"
"2523","120892_at","LRRK2","120892","leucine rich repeat kinase 2"
"2524","1208_at","CLPS","1208","colipase"
"2525","120935_at","CCDC38","120935","coiled-coil domain containing 38"
